indiv,Field No.,Band No.,Screen,Sample_type,State,Loc,Lat,Long,Stage,Assignment,Collection.Location,Year,Month,Day,Collector.y,final-map-label,fluidigm_genotyped,rad_genotyped,sub_state,fract_missing_loci
1590-97368,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,1997,7,8,Eben Paxton,20,TRUE,FALSE,NA,0.024822695
1710-46386,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,2000,6,25,Eben Paxton,20,TRUE,FALSE,NA,0.017730496
1740-91532,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,1996,7,6,Eben Paxton,20,TRUE,FALSE,NA,0.017730496
1740-91684,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,1998,6,28,Eben Paxton,20,TRUE,FALSE,NA,0.021276596
1590-97236,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,6,23,Eben Paxton,21,TRUE,FALSE,NA,0.017730496
1590-97253,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,6,30,Eben Paxton,21,TRUE,FALSE,NA,0.010638298
1590-97268,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,8,7,Eben Paxton,21,TRUE,FALSE,NA,0.021276596
1590-97304,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,5,14,Eben Paxton,21,TRUE,FALSE,NA,0.010638298
1590-97312,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,5,31,Eben Paxton,21,TRUE,FALSE,NA,0.010638298
1590-97314,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,6,1,Eben Paxton,21,TRUE,FALSE,NA,0.007092199
1590-97319,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,6,2,Eben Paxton,21,TRUE,FALSE,NA,0.007092199
1590-97320,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,6,3,Eben Paxton,21,TRUE,FALSE,NA,0.014184397
1590-97352,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,6,28,Eben Paxton,21,TRUE,FALSE,NA,0.010638298
1590-97373,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1997,7,14,Eben Paxton,21,TRUE,FALSE,NA,0.007092199
1710-20300,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1999,7,19,Eben Paxton,21,TRUE,FALSE,NA,0.007092199
1710-20302,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1999,7,14,Eben Paxton,21,TRUE,FALSE,NA,0.010638298
1710-20305,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1999,7,24,Eben Paxton,21,TRUE,FALSE,NA,0.010638298
1710-20306,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,1999,7,24,Eben Paxton,21,TRUE,FALSE,NA,0.014184397
1710-20316,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,2001,6,12,Eben Paxton,21,TRUE,FALSE,NA,0.010638298
1710-20320,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,2001,7,14,Eben Paxton,21,TRUE,FALSE,NA,0.007092199
1710-20321,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,2001,7,18,Eben Paxton,21,TRUE,FALSE,NA,0.007092199
1710-20323,,,fluidigm,,AZ,Roosevelt Lake,33.767,-111.24,Breeding,,SSW,2000,6,24,Eben Paxton,21,TRUE,FALSE,NA,0.024822695
1590-97292,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,10,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1590-97293,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,10,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1590-97294,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,10,Eben Paxton,22,TRUE,FALSE,NA,0.024822695
1590-97296,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,10,Eben Paxton,22,TRUE,FALSE,NA,0.017730496
1710-20642,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.003546099
1710-20659,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,29,Eben Paxton,22,TRUE,FALSE,NA,0.007092199
1710-20660,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,29,Eben Paxton,22,TRUE,FALSE,NA,0.017730496
1710-46371,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.014184397
1710-46372,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.007092199
1710-46373,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1710-46374,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.017730496
1710-46375,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.017730496
1710-46376,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1710-46377,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.024822695
1710-46378,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1710-46379,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1710-46380,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.039007092
1710-46381,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.021276596
1710-46382,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.003546099
1710-46383,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.021276596
1710-46391,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.007092199
1710-46392,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.44,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.014184397
1590-97291,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,10,Eben Paxton,22,TRUE,FALSE,NA,0.017730496
1710-20641,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.014184397
1710-20643,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1710-20645,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,29,Eben Paxton,22,TRUE,FALSE,NA,0.014184397
1710-20661,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,29,Eben Paxton,22,TRUE,FALSE,NA,0.014184397
1710-46394,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.014184397
1710-46397,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,21,Eben Paxton,22,TRUE,FALSE,NA,0.010638298
1710-46400,,,fluidigm,,AZ,San Carlos Reservation,33.1967,-110.4392,Breeding,,SSW,2000,6,20,Eben Paxton,22,TRUE,FALSE,NA,0.024822695
1590-97289,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,2000,6,5,Eben Paxton,23,TRUE,FALSE,NA,0.003546099
1590-97290,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,2000,6,5,Eben Paxton,23,TRUE,FALSE,NA,0.007092199
1590-97302,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,5,8,Eben Paxton,23,TRUE,FALSE,NA,0.010638298
1590-97303,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,5,8,Eben Paxton,23,TRUE,FALSE,NA,0.014184397
1590-97306,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,5,22,Eben Paxton,23,TRUE,FALSE,NA,0.007092199
1590-97307,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,5,22,Eben Paxton,23,TRUE,FALSE,NA,0.010638298
1590-97308,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,5,29,Eben Paxton,23,TRUE,FALSE,NA,0.010638298
1590-97310,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,5,29,Eben Paxton,23,TRUE,FALSE,NA,0.010638298
1590-97349,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,6,27,Eben Paxton,23,TRUE,FALSE,NA,0.014184397
1590-97350,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,6,27,Eben Paxton,23,TRUE,FALSE,NA,0.010638298
1590-97353,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,6,28,Eben Paxton,23,TRUE,FALSE,NA,0.007092199
1590-97354,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,6,28,Eben Paxton,23,TRUE,FALSE,NA,0.014184397
1590-97356,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,6,29,Eben Paxton,23,TRUE,FALSE,NA,0.010638298
1590-97357,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,6,29,Eben Paxton,23,TRUE,FALSE,NA,0.014184397
1590-97381,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,7,22,Eben Paxton,23,TRUE,FALSE,NA,0.010638298
1590-97382,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,7,22,Eben Paxton,23,TRUE,FALSE,NA,0.007092199
1590-97383,,,fluidigm,,AZ,San Pedro/Gila River confluence,32.975,-110.77,Breeding,,SSW,1997,7,22,Eben Paxton,23,TRUE,FALSE,NA,0.007092199
1740-51668,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.014184397
1740-51669,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.017730496
1740-51671,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.014184397
1740-51674,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.017730496
1740-51677,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.024822695
1740-51678,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.039007092
1740-51679,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.021276596
1740-51681,,,fluidigm,,AZ,East Pima site,32.8283,-109.7047,Breeding,,SSW,2002,5,30,Eben Paxton,24,TRUE,FALSE,NA,0.028368794
1590-97252,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,1997,6,30,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.049450549
1710-20576,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,1999,7,7,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0
1710-20605,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2000,6,30,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.005494505
1710-20698,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2000,6,19,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.032967033
1740-51644,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2002,6,28,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.010989011
1740-51717,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2002,6,27,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.027472527
1740-51750,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2002,7,11,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.098901099
1740-51820,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2002,6,19,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.131868132
1740-51881,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2001,6,29,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.06043956
1740-91591,,,RAD,,AZ,Roosevelt Lake,33.767,-111.2417,Breeding,,SSW,2000,7,12,Eben Paxton,21,FALSE,TRUE,AZ_RoosLak,0.010989011
1590-97239,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1997,6,24,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.043956044
1590-97241,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1997,6,24,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0
1590-97247,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1997,6,26,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.021978022
1710-20402,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1998,6,22,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.010989011
1710-20453,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,2000,6,15,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.021978022
1710-20469,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1998,7,15,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.043956044
1710-20482,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1999,6,28,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.005494505
1710-20491,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1999,7,4,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.027472527
1740-91611,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1996,6,6,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.010989011
1740-91617,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1996,6,15,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.021978022
1740-91618,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1996,6,17,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.06043956
1740-91619,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1996,6,17,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.054945055
1740-91620,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1996,6,17,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.027472527
1740-91636,,,RAD,,AZ,San Pedro/Gila River confluence,32.975,-110.7667,Breeding,,SSW,1996,7,13,Eben Paxton,23,FALSE,TRUE,AZ_Gila,0.021978022
1740-91693,,,fluidigm,,NM,Los Ojos/Parkerview Fish Hatchery,36.7292,-106.5694,Breeding,,SSW,1998,7,10,Eben Paxton,25,TRUE,FALSE,NA,0.028368794
1710-20404,,,fluidigm,,NM,San Marcial,33.5729,-107.03,Breeding,,SSW,1998,7,12,Eben Paxton,25,TRUE,FALSE,NA,0.04964539
1710-20405,,,fluidigm,,NM,San Marcial,33.5729,-107.03,Breeding,,SSW,1998,7,12,Eben Paxton,25,TRUE,FALSE,NA,0.007092199
1710-20644,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.54,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.028368794
1710-46366,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.54,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.031914894
1710-46367,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.54,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.035460993
1710-46365,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.007092199
1710-46368,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.014184397
1710-46369,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.010638298
1710-46370,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.010638298
1710-46387,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.014184397
1710-46388,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.007092199
1710-46389,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,2000,6,28,Eben Paxton,25,TRUE,FALSE,NA,0.014184397
1740-91683,,,fluidigm,,NM,West Fort Ditch,33.0386,-108.5378,Breeding,,SSW,1998,6,24,Eben Paxton,25,TRUE,FALSE,NA,0.010638298
1590-97336,,,fluidigm,,NV,Pahranagat Lake NWR,37.3167,-115.13,Breeding,,SSW,1997,6,15,Eben Paxton,26,TRUE,FALSE,NA,0.035460993
1590-97337,,,fluidigm,,NV,Pahranagat Lake NWR,37.3167,-115.13,Breeding,,SSW,1997,6,15,Eben Paxton,26,TRUE,FALSE,NA,0.031914894
1590-97338,,,fluidigm,,NV,Pahranagat Lake NWR,37.3167,-115.13,Breeding,,SSW,1997,6,16,Eben Paxton,26,TRUE,FALSE,NA,0.035460993
1590-97339,,,fluidigm,,NV,Pahranagat Lake NWR,37.3167,-115.13,Breeding,,SSW,1997,6,16,Eben Paxton,26,TRUE,FALSE,NA,0.031914894
1590-97340,,,fluidigm,,NV,Pahranagat Lake NWR,37.3167,-115.13,Breeding,,SSW,1997,6,16,Eben Paxton,26,TRUE,FALSE,NA,0.028368794
1590-97341,,,fluidigm,,NV,Pahranagat Lake NWR,37.3167,-115.13,Breeding,,SSW,1997,6,16,Eben Paxton,26,TRUE,FALSE,NA,0.031914894
1740-91954,,,fluidigm,,UT,St. George,37.1083,-113.7384,Breeding,,SSW,1998,8,5,Eben Paxton,27,TRUE,FALSE,NA,0.056737589
1740-91955,,,fluidigm,,UT,St. George,37.1083,-113.7384,Breeding,,SSW,1998,8,5,Eben Paxton,27,TRUE,FALSE,NA,0.017730496
1740-91956,,,fluidigm,,UT,St. George,37.1083,-113.7384,Breeding,,SSW,1998,8,5,Eben Paxton,27,TRUE,FALSE,NA,0.014184397
1740-91957,,,fluidigm,,UT,St. George,37.1083,-113.7384,Breeding,,SSW,1998,8,5,Eben Paxton,27,TRUE,FALSE,NA,0.014184397
1590-97378,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,15,Eben Paxton,28,TRUE,TRUE,NA,0.007092199
1710-46399,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1999,7,16,Eben Paxton,28,TRUE,TRUE,NA,0.007092199
1740-51617,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,2001,7,16,Eben Paxton,28,TRUE,FALSE,NA,0.010638298
1740-51701,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,2001,7,16,Eben Paxton,28,TRUE,FALSE,NA,0.014184397
1740-91534,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1996,7,26,Eben Paxton,28,TRUE,FALSE,NA,0.010638298
1740-91695,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1998,7,19,Eben Paxton,28,TRUE,FALSE,NA,0.014184397
1740-91696,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1998,7,19,Eben Paxton,28,TRUE,FALSE,NA,0.010638298
1740-91697,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1998,7,19,Eben Paxton,28,TRUE,FALSE,NA,0.014184397
1740-91738,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1996,7,3,Eben Paxton,28,TRUE,FALSE,NA,0.007092199
1590-97261,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,20,Eben Paxton,28,TRUE,FALSE,NA,0.014184397
1590-97369,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,9,Eben Paxton,28,TRUE,FALSE,NA,0.014184397
1590-97370,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,9,Eben Paxton,28,TRUE,FALSE,NA,0.010638298
1590-97371,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,9,Eben Paxton,28,TRUE,FALSE,NA,0.014184397
1710-46396,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1999,6,12,Eben Paxton,28,TRUE,FALSE,NA,0.010638298
1740-91535,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1996,7,26,Eben Paxton,28,TRUE,FALSE,NA,0.017730496
1740-91631,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1996,7,11,Eben Paxton,28,TRUE,FALSE,NA,0.014184397
1740-91698,,,fluidigm,,AZ,White Mountains,34,-109,Breeding,,WMT,1998,7,21,Eben Paxton,28,TRUE,FALSE,NA,0.017730496
1590-97224,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,6,14,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.010989011
1590-97225,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,6,14,Eben Paxton,28,TRUE,TRUE,NA,0.049450549
1590-97232,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,6,17,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.082417582
1590-97260,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,20,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.049450549
1590-97262,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,20,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.087912088
1590-97376,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,14,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.016483516
1590-97377,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,14,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.016483516
1590-97379,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,15,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.126373626
1590-97380,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1997,7,15,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.016483516
1710-20631,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1998,7,14,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.005494505
1710-20632,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1998,7,14,Eben Paxton,28,TRUE,TRUE,NA,0.076923077
1710-20633,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1998,7,14,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.027472527
1740-91633,,,RAD,,AZ,White Mountains,34,-109,Breeding,,WMT,1996,7,11,Eben Paxton,28,FALSE,TRUE,AZ_WhiteMt,0.17032967
1740-51660,,,fluidigm,,SD,Little White River Rec. Area,43.1667,-101.53,Breeding,,EST,2000,6,19,Eben Paxton,29,TRUE,FALSE,NA,0.031914894
1740-51662,,,fluidigm,,SD,Little White River Rec. Area,43.1667,-101.53,Breeding,,EST,2000,6,19,Eben Paxton,29,TRUE,FALSE,NA,0.035460993
1740-51656,,,RAD,,SD,Little White River Rec. Area,43.1667,-101.5333,Breeding,,EST,2000,6,19,Eben Paxton,29,FALSE,TRUE,SD,0.054945055
1740-51657,,,RAD,,SD,Little White River Rec. Area,43.1667,-101.5333,Breeding,,EST,2000,6,19,Eben Paxton,29,FALSE,TRUE,SD,0.032967033
1740-51658,,,RAD,,SD,Little White River Rec. Area,43.1667,-101.5333,Breeding,,EST,2000,6,19,Eben Paxton,29,FALSE,TRUE,SD,0.027472527
1740-51659,,,RAD,,SD,Little White River Rec. Area,43.1667,-101.5333,Breeding,,EST,2000,6,19,Eben Paxton,29,FALSE,TRUE,SD,0.06043956
1740-51664,,,RAD,,SD,Waubay NWR,45.4042,-97.3333,Breeding,,EST,2000,6,20,Eben Paxton,29,FALSE,TRUE,SD,0
1740-51665,,,RAD,,SD,Waubay NWR,45.4042,-97.3333,Breeding,,EST,2000,6,20,Eben Paxton,29,FALSE,TRUE,SD,0.054945055
1740-51666,,,RAD,,SD,Waubay NWR,45.4042,-97.3333,Breeding,,EST,2000,6,20,Eben Paxton,29,FALSE,TRUE,SD,0.027472527
